,prompt,chosen,rejected
20,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
우편번호가 7055인 어린이집의 이름은 뭐야

### context:
CREATE TABLE child_care_info_d_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(22) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(63) DEFAULT NULL,  CRTELNO varchar(17) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(83) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(26) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE ZIPCODE = 7055,SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE ZIPCODE = 7055
21,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
정원이 73명인 어린이집의 이름을 보여줘

### context:
CREATE TABLE child_care_info_g_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(21) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  CRADDR varchar(55) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE bigint DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  CRSPEC varchar(24) DEFAULT NULL,  CLASS_CNT_01 varchar(7) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_G_J WHERE CRCAPAT = 73,SELECT CRNAME FROM CHILD_CARE_INFO_G_J WHERE CRCAPAT = '73'
22,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
서울숲 요양원의 주소를 찾아줘

### context:
CREATE TABLE fclt_open_info_s_d (  FCLT_NM varchar(33) DEFAULT NULL,  FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  JRSD_SGG_NM varchar(8) DEFAULT NULL,  FCLT_ADDR varchar(52) DEFAULT NULL) ;

### Response:
",SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_S_D WHERE FCLT_NM = '서울숲 요양원',SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_S_D WHERE FCLT_NM = '서울숲요양원'
23,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
상세 주소에 양재대로가 들어가고 보육실 면적이 150 이상인 곳의 어린이집 이름을 알려줘

### context:
CREATE TABLE child_care_info_g_d (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(19) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(58) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(47) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  CRSPEC varchar(21) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(7) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_G_D WHERE CRADDR LIKE '%양재대로%' AND NRTRROOMSIZE >= 150,SELECT CRNAME FROM CHILD_CARE_INFO_G_D WHERE CRADDR LIKE '%양재대로%' AND NRTRROOMSIZE >= 150
24,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 종류 상세명이 장애인지역사회재활시설인 곳의 이름은 뭐야

### context:
CREATE TABLE fclt_open_info_j_r (  FCLT_NM varchar(28) DEFAULT NULL,  FCLT_KIND_NM varchar(33) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  JRSD_SGG_CD bigint DEFAULT NULL,  JRSD_SGG_NM varchar(8) DEFAULT NULL,  FCLT_ADDR varchar(54) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_J_R WHERE FCLT_KIND_DTL_NM = '장애인지역사회재활시설',SELECT FCLT_NM FROM FCLT_OPEN_INFO_J_R WHERE FCLT_KIND_DTL_NM = '장애인 재활시설'
25,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
등록 일시가 2022년인 도서관의 기본 주소를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info10073 (  CLTUR_EVENT_ETC_NM varchar(69) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(10) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP varchar(10) DEFAULT NULL,  BASS_ADRES varchar(49) DEFAULT NULL,  DETAIL_ADRES varchar(56) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(11) DEFAULT NULL,  GUIDANCE_URL varchar(198) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10073 WHERE REGIST_DT LIKE '2022%',SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10073 WHERE REGIST_DT LIKE '2022%'
26,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설명이 다섯 글자인 곳의 시군구명을 찾아줘

### context:
CREATE TABLE fclt_open_info_s_s_i (  FCLT_NM varchar(22) DEFAULT NULL,  DISABLED_PSY_FCLT_CD varchar(11) DEFAULT NULL,  DISABLED_PSY_FCLT_KIND_NM varchar(33) DEFAULT NULL,  DISABLED_PSY_FCLT_KIND_DTL_NM varchar(11) DEFAULT NULL,  DISABLED_PSY_JRSD_SGG_SE varchar(8) DEFAULT NULL,  RPRSNTV varchar(9) DEFAULT NULL,  JRSD_SGG_NM varchar(10) DEFAULT NULL) ;

### Response:
",SELECT JRSD_SGG_NM FROM FCLT_OPEN_INFO_S_S_I WHERE FCLT_NM LIKE '_____',SELECT DISTINCT JRSD_SGG_NM FROM FCLT_OPEN_INFO_S_S_I WHERE FCLT_NM = '다섯글자'
27,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
마포구의 어린이집에서 근무하는 남자 조리원 수를 알려줘

### context:
CREATE TABLE stat_teacher_area_type_info (  STYEAR varchar(19) DEFAULT NULL,  ARCODE bigint DEFAULT NULL,  ARCODENM varchar(8) DEFAULT NULL,  TOT bigint DEFAULT NULL,  FPNTOT bigint DEFAULT NULL,  MPNTOT bigint DEFAULT NULL,  FPN10 bigint DEFAULT NULL,  MPN10 bigint DEFAULT NULL,  FPN20 bigint DEFAULT NULL,  MPN20 bigint DEFAULT NULL,  FPN30 bigint DEFAULT NULL,  MPN30 bigint DEFAULT NULL,  FPN40 bigint DEFAULT NULL,  MPN40 bigint DEFAULT NULL,  FPN50 bigint DEFAULT NULL,  MPN50 bigint DEFAULT NULL,  FPN60 bigint DEFAULT NULL,  MPN60 bigint DEFAULT NULL,  FPN70 bigint DEFAULT NULL,  MPN70 bigint DEFAULT NULL,  FPN80 bigint DEFAULT NULL,  MPN80 bigint DEFAULT NULL) ;

### Response:
",SELECT MPN50 FROM STAT_TEACHER_AREA_TYPE_INFO WHERE ARCODENM = '마포',SELECT MPN10 FROM STAT_TEACHER_AREA_TYPE_INFO WHERE ARCODENM = '마포구'
28,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
코드가 B로 시작하는 시설의 이름을 중복 없이 보여줘

### context:
CREATE TABLE fclt_open_info_g_r (  FCLT_NM varchar(24) DEFAULT NULL,  FCLT_CD varchar(10) DEFAULT NULL,  FCLT_KIND_NM varchar(25) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  JRSD_SGG_SE varchar(8) DEFAULT NULL) ;

### Response:
",SELECT DISTINCT FCLT_NM FROM FCLT_OPEN_INFO_G_R WHERE FCLT_CD LIKE 'B%',SELECT DISTINCT FCLT_NM FROM FCLT_OPEN_INFO_G_R WHERE FCLT_CD LIKE 'B%'
29,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
약수노인복지관의 시설 주소를 알려줘

### context:
CREATE TABLE fclt_open_info_o_w_i (  FCLT_NM varchar(20) DEFAULT NULL,  FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(20) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(13) DEFAULT NULL,  ELDERLY_LEISURE_JRSD_SGG_SE varchar(8) DEFAULT NULL,  ELDERLY_LEISURE_JRSD_SGG_CD bigint DEFAULT NULL,  JRSD_SGG_NM varchar(9) DEFAULT NULL,  FCLT_ADDR varchar(48) DEFAULT NULL) ;

### Response:
",SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_O_W_I WHERE FCLT_NM = '약수노인복지관',SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_O_W_I WHERE FCLT_NM = '약수노인복지관'
30,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
상세 주소에 사당로가 들어가는 곳의 어린이집 이름은 뭐야

### context:
CREATE TABLE child_care_info_d_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(22) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(63) DEFAULT NULL,  CRTELNO varchar(17) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(83) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(26) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE CRADDR LIKE '%사당로%',SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE CRADDR LIKE '%사당로%'
31,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
어린이집 유형이 국공립인 서울시 서대문구 자람어린이집의 우편번호와 상세주소를 찾아줘

### context:
CREATE TABLE child_care_info_s_m (  SIGUNNAME varchar(9) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(27) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(73) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT ZIPCODE,CRADDR FROM CHILD_CARE_INFO_S_M WHERE CRNAME = '자람어린이집' AND CRTYPENAME = '국공립'","SELECT ZIPCODE, CRADDR FROM CHILD_CARE_INFO_S_M WHERE CRTYPENAME = '국공립'"
32,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
나무정형외과의원의 기본 주소를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info10074 (  CLTUR_EVENT_ETC_NM varchar(49) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(10) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(47) DEFAULT NULL,  DETAIL_ADRES varchar(58) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(16) DEFAULT NULL,  GUIDANCE_URL varchar(213) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10074 WHERE CLTUR_EVENT_ETC_NM = '나무정형외과의원',SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10074 WHERE CLTUR_EVENT_ETC_NM = '나무정형외과의원'
33,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
이름이 보람의집인 곳의 시설 종류 상세명은 뭐야

### context:
CREATE TABLE fclt_open_info_y_c (  FCLT_NM varchar(27) DEFAULT NULL,  YC_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  FCLT_ADDR varchar(61) DEFAULT NULL) ;

### Response:
",SELECT FCLT_KIND_DTL_NM FROM FCLT_OPEN_INFO_Y_C WHERE FCLT_NM = '보람의집',SELECT FCLT_KIND_DTL_NM FROM FCLT_OPEN_INFO_Y_C WHERE FCLT_NM = '보람의집'
34,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
담당 구가 구로구에 해당하는 시설명을 알려줘

### context:
CREATE TABLE view_amenities_info (  SEQ varchar(9) DEFAULT NULL,  SISULNAME varchar(30) DEFAULT NULL,  GU varchar(9) DEFAULT NULL,  ADDR varchar(52) DEFAULT NULL,  TEL varchar(31) DEFAULT NULL,  HOMEPAGE varchar(150) DEFAULT NULL,  HIT varchar(7) DEFAULT NULL,  ST1 varchar(6) DEFAULT NULL,  ST2 varchar(6) DEFAULT NULL,  ST3 varchar(6) DEFAULT NULL,  ST4 varchar(6) DEFAULT NULL,  ST5 varchar(6) DEFAULT NULL,  ST9 varchar(6) DEFAULT NULL,  ST10 varchar(6) DEFAULT NULL,  ST11 varchar(6) DEFAULT NULL,  ST12 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT SISULNAME FROM VIEW_AMENITIES_INFO WHERE GU = '구로구',SELECT SISULNAME FROM VIEW_AMENITIES_INFO WHERE GU = '구로구'
35,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
어린이집 유형이 국공립이고 우편번호가 1318인 곳의 전화번호를 보여줘

### context:
CREATE TABLE child_care_info_d_b (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(25) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRHOME varchar(64) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(6) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRTELNO FROM CHILD_CARE_INFO_D_B WHERE CRTYPENAME = '국공립' AND ZIPCODE = '1318',SELECT CRTELNO FROM CHILD_CARE_INFO_D_B WHERE CRTYPENAME = '국공립' AND ZIPCODE = 1318
36,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
마포에 있는 어린이집의 정원 충족률에 대한 소계와 통계 연도를 같이 보여줘

### context:
CREATE TABLE stat_sisul_satisfied_info (  STYEAR varchar(19) DEFAULT NULL,  ARCODE bigint DEFAULT NULL,  ARCODENM varchar(8) DEFAULT NULL,  GUBUN bigint DEFAULT NULL,  GUBUNNM varchar(10) DEFAULT NULL,  CNTOT varchar(11) DEFAULT NULL,  CN0101 varchar(11) DEFAULT NULL,  CN0201 varchar(11) DEFAULT NULL,  CN0301 varchar(11) DEFAULT NULL,  CN0302 varchar(11) DEFAULT NULL,  CN0401 varchar(11) DEFAULT NULL,  CN0501 varchar(11) DEFAULT NULL,  CN0603 varchar(11) DEFAULT NULL) ;

### Response:
","SELECT CNTOT, STYEAR FROM STAT_SISUL_SATISFIED_INFO WHERE ARCODENM = '마포' AND GUBUNNM = '정원충족률'","SELECT STYEAR, GUBUNNM, SUM(CN0101) FROM STAT_SISUL_SATISFIED_INFO WHERE ARCODENM = '마포' GROUP BY STYEAR, GUBUNNM"
